-21	0
-20.965	0
-20.93	0
-20.895	0
-20.86	0
-20.825	0
-20.79	0
-20.755	0
-20.72	0
-20.685	0
-20.65	0
-20.615	0
-20.58	0
-20.545	0
-20.51	0
-20.475	0
-20.44	0
-20.405	0
-20.369	0
-20.334	0
-20.299	0
-20.264	0
-20.229	0
-20.194	0
-20.159	0
-20.124	0
-20.089	0
-20.054	0
-20.019	0
-19.984	0
-19.949	0
-19.914	0
-19.879	0
-19.844	0
-19.809	0
-19.774	0
-19.739	0
-19.704	0
-19.669	0
-19.634	0
-19.599	0
-19.564	0
-19.529	0
-19.494	0
-19.459	0
-19.424	0
-19.389	0
-19.354	0
-19.319	0
-19.284	0
-19.249	0
-19.214	0
-19.178	0
-19.143	0
-19.108	0
-19.073	0
-19.038	0
-19.003	0
-18.968	0
-18.933	0
-18.898	0
-18.863	0
-18.828	0
-18.793	0
-18.758	0
-18.723	0
-18.688	0
-18.653	0
-18.618	0
-18.583	0
-18.548	0
-18.513	0
-18.478	0
-18.443	0
-18.408	0
-18.373	0
-18.338	0
-18.303	0
-18.268	0
-18.233	0
-18.198	0
-18.163	0
-18.128	0
-18.093	0
-18.058	0
-18.023	0
-17.987	0
-17.952	0
-17.917	0
-17.882	0
-17.847	0.0002854
-17.812	0.00086109
-17.777	0.0011467
-17.742	0.0012128
-17.707	0.0012357
-17.672	0.0010867
-17.637	0.00083841
-17.602	5.1128e-05
-17.567	0
-17.532	0
-17.497	0
-17.462	0
-17.427	0
-17.392	0
-17.357	0
-17.322	0
-17.287	0
-17.252	0
-17.217	0
-17.182	0.00010239
-17.147	0.001157
-17.112	0.0017559
-17.077	0.0022639
-17.042	0.0026956
-17.007	0.0029583
-16.972	0.0030941
-16.937	0.0030416
-16.902	0.0028882
-16.867	0.002583
-16.832	0.0021466
-16.796	0.0017489
-16.761	0.0011938
-16.726	0.0005285
-16.691	0
-16.656	0
-16.621	0
-16.586	0
-16.551	0.00012945
-16.516	0.00098219
-16.481	0.0016145
-16.446	0.0023686
-16.411	0.0029384
-16.376	0.0034544
-16.341	0.0038357
-16.306	0.0040727
-16.271	0.0040746
-16.236	0.0038801
-16.201	0.0033659
-16.166	0.0027018
-16.131	0.0018073
-16.096	0.00049658
-16.061	0
-16.026	0
-15.991	0
-15.956	0
-15.921	0
-15.886	0.00070844
-15.851	0.0030361
-15.816	0.0058191
-15.781	0.0091941
-15.746	0.013325
-15.711	0.018097
-15.676	0.023435
-15.641	0.029273
-15.606	0.03516
-15.57	0.041023
-15.535	0.046665
-15.5	0.051932
-15.465	0.056664
-15.43	0.060689
-15.395	0.063657
-15.36	0.065495
-15.325	0.066253
-15.29	0.0659
-15.255	0.064429
-15.22	0.061893
-15.185	0.058348
-15.15	0.053967
-15.115	0.049057
-15.08	0.043769
-15.045	0.03824
-15.01	0.032631
-14.975	0.027089
-14.94	0.021861
-14.905	0.017073
-14.87	0.01282
-14.835	0.0091184
-14.8	0.0061339
-14.765	0.0036959
-14.73	0.0016366
-14.695	0
-14.66	0
-14.625	0
-14.59	0
-14.555	0
-14.52	0
-14.485	0
-14.45	0
-14.415	0
-14.379	0
-14.344	0
-14.309	0
-14.274	0
-14.239	0
-14.204	0
-14.169	0
-14.134	0
-14.099	0
-14.064	0
-14.029	0
-13.994	0
-13.959	0
-13.924	0.00050286
-13.889	0.0010213
-13.854	0.0014421
-13.819	0.001753
-13.784	0.0019517
-13.749	0.0020721
-13.714	0.0021375
-13.679	0.0020574
-13.644	0.0019289
-13.609	0.0016874
-13.574	0.0013114
-13.539	0.00087597
-13.504	0.00010284
-13.469	0
-13.434	0
-13.399	0
-13.364	0
-13.329	0
-13.294	0
-13.259	0
-13.224	0
-13.188	0
-13.153	0
-13.118	0
-13.083	0
-13.048	0
-13.013	0
-12.978	0
-12.943	0
-12.908	0
-12.873	0
-12.838	0
-12.803	0
-12.768	0
-12.733	0
-12.698	0
-12.663	0
-12.628	0
-12.593	0
-12.558	0
-12.523	0
-12.488	0
-12.453	0
-12.418	0
-12.383	0
-12.348	0
-12.313	0
-12.278	0
-12.243	0
-12.208	0
-12.173	0
-12.138	0
-12.103	0
-12.068	0
-12.033	0
-11.997	0
-11.962	0
-11.927	0
-11.892	0
-11.857	0
-11.822	0
-11.787	0
-11.752	0
-11.717	0
-11.682	0
-11.647	0
-11.612	0
-11.577	0
-11.542	0
-11.507	0
-11.472	0
-11.437	0
-11.402	0
-11.367	0
-11.332	0
-11.297	0
-11.262	0
-11.227	0
-11.192	0
-11.157	0
-11.122	0
-11.087	0
-11.052	0
-11.017	0
-10.982	0
-10.947	0
-10.912	0
-10.877	0
-10.842	0
-10.807	0
-10.771	0
-10.736	0
-10.701	0
-10.666	0
-10.631	0
-10.596	0
-10.561	0
-10.526	0
-10.491	0
-10.456	0
-10.421	0
-10.386	0
-10.351	0
-10.316	0
-10.281	0
-10.246	0
-10.211	0
-10.176	0
-10.141	0
-10.106	0
-10.071	0.00082424
-10.036	0.0017493
-10.001	0.0025762
-9.9658	0.003422
-9.9308	0.0043475
-9.8957	0.0052885
-9.8607	0.0062378
-9.8257	0.007117
-9.7907	0.0079545
-9.7556	0.0087182
-9.7206	0.0093423
-9.6856	0.0098158
-9.6505	0.010123
-9.6155	0.010188
-9.5805	0.010011
-9.5455	0.0096977
-9.5104	0.0091203
-9.4754	0.0083634
-9.4404	0.0074426
-9.4053	0.0064105
-9.3703	0.0053312
-9.3353	0.0041967
-9.3003	0.0030801
-9.2652	0.0019459
-9.2302	0.00079035
-9.1952	0
-9.1601	0
-9.1251	0
-9.0901	0
-9.055	0
-9.02	0
-8.985	0
-8.95	0
-8.9149	0
-8.8799	0.00075051
-8.8449	0.001318
-8.8098	0.0017838
-8.7748	0.002025
-8.7398	0.0021507
-8.7048	0.0021775
-8.6697	0.0021282
-8.6347	0.0019678
-8.5997	0.0018101
-8.5646	0.0017013
-8.5296	0.0015655
-8.4946	0.0015961
-8.4595	0.0017522
-8.4245	0.0020158
-8.3895	0.002403
-8.3545	0.0029869
-8.3194	0.0036129
-8.2844	0.0042634
-8.2494	0.0049228
-8.2143	0.0055764
-8.1793	0.0060705
-8.1443	0.0064956
-8.1093	0.0066755
-8.0742	0.006663
-8.0392	0.0064294
-8.0042	0.0059442
-7.9691	0.0052298
-7.9341	0.0043544
-7.8991	0.0032985
-7.8641	0.0022315
-7.829	0.0010359
-7.794	0
-7.759	0
-7.7239	0
-7.6889	0
-7.6539	0
-7.6188	0
-7.5838	0
-7.5488	0.0012235
-7.5138	0.0024913
-7.4787	0.0036944
-7.4437	0.0047423
-7.4087	0.0056619
-7.3736	0.0063127
-7.3386	0.0066392
-7.3036	0.0066767
-7.2686	0.006367
-7.2335	0.0057316
-7.1985	0.0048272
-7.1635	0.003716
-7.1284	0.0025136
-7.0934	0.0011792
-7.0584	0
-7.0234	0
-6.9883	0
-6.9533	0
-6.9183	0
-6.8832	0.0013322
-6.8482	0.0030533
-6.8132	0.0048803
-6.7781	0.0068402
-6.7431	0.0087979
-6.7081	0.010595
-6.6731	0.012154
-6.638	0.013205
-6.603	0.013679
-6.568	0.013594
-6.5329	0.01287
-6.4979	0.011625
-6.4629	0.0098074
-6.4279	0.0076998
-6.3928	0.0054955
-6.3578	0.0032998
-6.3228	0.0010651
-6.2877	0
-6.2527	0
-6.2177	0
-6.1827	0.00013434
-6.1476	0.0025292
-6.1126	0.0052798
-6.0776	0.0085463
-6.0425	0.012259
-6.0075	0.016104
-5.9725	0.019794
-5.9374	0.023143
-5.9024	0.025768
-5.8674	0.027471
-5.8324	0.028244
-5.7973	0.028014
-5.7623	0.026772
-5.7273	0.024659
-5.6922	0.021928
-5.6572	0.018865
-5.6222	0.015911
-5.5872	0.013293
-5.5521	0.011397
-5.5171	0.01045
-5.4821	0.010674
-5.447	0.012241
-5.412	0.015035
-5.377	0.018847
-5.342	0.023369
-5.3069	0.028283
-5.2719	0.033053
-5.2369	0.037262
-5.2018	0.040336
-5.1668	0.041758
-5.1318	0.04131
-5.0967	0.038895
-5.0617	0.034547
-5.0267	0.02856
-4.9917	0.021363
-4.9566	0.013705
-4.9216	0.0066681
-4.8866	0.0010816
-4.8515	0
-4.8165	0.0012229
-4.7815	0.0094137
-4.7465	0.023613
-4.7114	0.045295
-4.6764	0.074608
-4.6414	0.11155
-4.6063	0.15534
-4.5713	0.20603
-4.5363	0.26259
-4.5013	0.32413
-4.4662	0.38812
-4.4312	0.45165
-4.3962	0.5123
-4.3611	0.56822
-4.3261	0.61756
-4.2911	0.65764
-4.256	0.68945
-4.221	0.70871
-4.186	0.71484
-4.151	0.70884
-4.1159	0.69064
-4.0809	0.6626
-4.0459	0.62677
