-26.1218468120 -0.5723014049 0.5046300000
-26.1218468120 -0.4087867178 0.5140000000
-26.1218468120 -0.2452720307 0.5225700000
-26.1218468120 -0.0817573436 0.5303100000
-26.1218468120 0.0817573436 0.5372000000
-26.1218468120 0.2452720307 0.5432200000
-26.1218468120 0.4087867178 0.5483400000
-26.1218468120 0.5723014049 0.5525500000
-26.1218468120 0.7358160920 0.5558200000
-26.1218468120 0.8993307791 0.5581300000
-26.1218468120 1.0628454663 0.5594500000
-26.1218468120 1.2263601534 0.5597600000
-26.1218468120 1.3898748405 0.5590200000
-26.1218468120 1.5533895276 0.5572200000
-26.1218468120 1.7169042147 0.5543200000
-26.1218468120 1.8804189018 0.5503000000
-26.1218468120 2.0439335890 0.5451400000
-26.1218468120 2.2074482761 0.5388300000
-26.1218468120 2.3709629632 0.5313500000
-26.1218468120 2.5344776503 0.5227000000
-26.1218468120 2.6979923374 0.5129000000
-26.1218468120 2.8615070245 0.5019700000
-25.9216794035 -1.8804189018 0.5132900000
-25.9216794035 -1.7169042147 0.5313200000
-25.9216794035 -1.5533895276 0.5488700000
-25.9216794035 -1.3898748405 0.5658700000
-25.9216794035 -1.2263601534 0.5822400000
-25.9216794035 -1.0628454663 0.5979000000
-25.9216794035 -0.8993307791 0.6127800000
-25.9216794035 -0.7358160920 0.6268200000
-25.9216794035 -0.5723014049 0.6399500000
-25.9216794035 -0.4087867178 0.6521200000
-25.9216794035 -0.2452720307 0.6632600000
-25.9216794035 -0.0817573436 0.6733300000
-25.9216794035 0.0817573436 0.6822800000
-25.9216794035 0.2452720307 0.6900600000
-25.9216794035 0.4087867178 0.6966100000
-25.9216794035 0.5723014049 0.7019000000
-25.9216794035 0.7358160920 0.7058700000
-25.9216794035 0.8993307791 0.7084900000
-25.9216794035 1.0628454663 0.7097200000
-25.9216794035 1.2263601534 0.7095000000
-25.9216794035 1.3898748405 0.7078300000
-25.9216794035 1.5533895276 0.7046600000
-25.9216794035 1.7169042147 0.6999700000
-25.9216794035 1.8804189018 0.6937500000
-25.9216794035 2.0439335890 0.6860000000
-25.9216794035 2.2074482761 0.6767200000
-25.9216794035 2.3709629632 0.6659300000
-25.9216794035 2.5344776503 0.6536600000
-25.9216794035 2.6979923374 0.6399600000
-25.9216794035 2.8615070245 0.6248700000
-25.9216794035 3.0250217117 0.6084800000
-25.9216794035 3.1885363988 0.5908600000
-25.9216794035 3.3520510859 0.5721100000
-25.9216794035 3.5155657730 0.5523300000
-25.9216794035 3.6790804601 0.5316400000
-25.9216794035 3.8425951472 0.5101700000
-25.7215119950 -2.6979923374 0.5112900000
-25.7215119950 -2.5344776503 0.5342800000
-25.7215119950 -2.3709629632 0.5572900000
-25.7215119950 -2.2074482761 0.5802300000
-25.7215119950 -2.0439335890 0.6029800000
-25.7215119950 -1.8804189018 0.6254400000
-25.7215119950 -1.7169042147 0.6475100000
-25.7215119950 -1.5533895276 0.6690900000
-25.7215119950 -1.3898748405 0.6900700000
-25.7215119950 -1.2263601534 0.7103600000
-25.7215119950 -1.0628454663 0.7298600000
-25.7215119950 -0.8993307791 0.7484700000
-25.7215119950 -0.7358160920 0.7661000000
-25.7215119950 -0.5723014049 0.7826500000
-25.7215119950 -0.4087867178 0.7980300000
-25.7215119950 -0.2452720307 0.8121600000
-25.7215119950 -0.0817573436 0.8249300000
-25.7215119950 0.0817573436 0.8362700000
-25.7215119950 0.2452720307 0.8460800000
-25.7215119950 0.4087867178 0.8542900000
-25.7215119950 0.5723014049 0.8608100000
-25.7215119950 0.7358160920 0.8655800000
-25.7215119950 0.8993307791 0.8685300000
-25.7215119950 1.0628454663 0.8695900000
-25.7215119950 1.2263601534 0.8687300000
-25.7215119950 1.3898748405 0.8659000000
-25.7215119950 1.5533895276 0.8610700000
-25.7215119950 1.7169042147 0.8542400000
-25.7215119950 1.8804189018 0.8454100000
-25.7215119950 2.0439335890 0.8345900000
-25.7215119950 2.2074482761 0.8218300000
-25.7215119950 2.3709629632 0.8071800000
-25.7215119950 2.5344776503 0.7907000000
-25.7215119950 2.6979923374 0.7724800000
-25.7215119950 2.8615070245 0.7526300000
-25.7215119950 3.0250217117 0.7312600000
-25.7215119950 3.1885363988 0.7085000000
-25.7215119950 3.3520510859 0.6845000000
-25.7215119950 3.5155657730 0.6594000000
