  Nz=Nparall      Px    
 -2.7557E+01  9.3759E-06
 -2.7545E+01  1.2854E-05
 -2.7533E+01  1.6409E-05
 -2.7521E+01  1.9038E-05
 -2.7509E+01  1.9916E-05
 -2.7497E+01  1.8754E-05
 -2.7486E+01  1.5994E-05
 -2.7474E+01  1.2765E-05
 -2.7462E+01  1.0607E-05
 -2.7450E+01  1.1045E-05
 -2.7438E+01  1.5193E-05
 -2.7426E+01  2.3481E-05
 -2.7414E+01  3.5599E-05
 -2.7402E+01  5.0610E-05
 -2.7390E+01  6.7162E-05
 -2.7378E+01  8.3686E-05
 -2.7366E+01  9.8539E-05
 -2.7355E+01  1.1009E-04
 -2.7343E+01  1.1685E-04
 -2.7331E+01  1.1764E-04
 -2.7319E+01  1.1195E-04
 -2.7307E+01  1.0029E-04
 -2.7295E+01  8.4519E-05
 -2.7283E+01  6.7848E-05
 -2.7271E+01  5.4521E-05
 -2.7259E+01  4.9059E-05
 -2.7247E+01  5.5243E-05
 -2.7235E+01  7.5090E-05
 -2.7224E+01  1.0811E-04
 -2.7212E+01  1.5108E-04
 -2.7200E+01  1.9850E-04
 -2.7188E+01  2.4353E-04
 -2.7176E+01  2.7935E-04
 -2.7164E+01  3.0050E-04
 -2.7152E+01  3.0390E-04
 -2.7140E+01  2.8937E-04
 -2.7128E+01  2.5954E-04
 -2.7116E+01  2.1922E-04
 -2.7104E+01  1.7448E-04
 -2.7093E+01  1.3151E-04
 -2.7081E+01  9.5655E-05
 -2.7069E+01  7.0617E-05
 -2.7057E+01  5.8073E-05
 -2.7045E+01  5.7588E-05
 -2.7033E+01  6.6892E-05
 -2.7021E+01  8.2409E-05
 -2.7009E+01  9.9964E-05
 -2.6997E+01  1.1552E-04
 -2.6985E+01  1.2588E-04
 -2.6973E+01  1.2911E-04
 -2.6962E+01  1.2480E-04
 -2.6950E+01  1.1391E-04
 -2.6938E+01  9.8427E-05
 -2.6926E+01  8.0837E-05
 -2.6914E+01  6.3595E-05
 -2.6902E+01  4.8669E-05
 -2.6890E+01  3.7286E-05
 -2.6878E+01  2.9872E-05
 -2.6866E+01  2.6161E-05
 -2.6854E+01  2.5396E-05
 -2.6842E+01  2.6553E-05
 -2.6831E+01  2.8538E-05
 -2.6819E+01  3.0340E-05
 -2.6807E+01  3.1148E-05
 -2.6795E+01  3.0450E-05
 -2.6783E+01  2.8113E-05
 -2.6771E+01  2.4421E-05
 -2.6759E+01  2.0052E-05
 -2.6747E+01  1.5958E-05
 -2.6735E+01  1.3167E-05
 -2.6723E+01  1.2537E-05
 -2.6711E+01  1.4525E-05
 -2.6700E+01  1.9058E-05
 -2.6688E+01  2.5531E-05
 -2.6676E+01  3.2941E-05
 -2.6664E+01  4.0121E-05
 -2.6652E+01  4.5982E-05
 -2.6640E+01  4.9713E-05
 -2.6628E+01  5.0882E-05
 -2.6616E+01  4.9437E-05
 -2.6604E+01  4.5647E-05
 -2.6592E+01  4.0021E-05
 -2.6580E+01  3.3235E-05
 -2.6569E+01  2.6086E-05
 -2.6557E+01  1.9438E-05
 -2.6545E+01  1.4141E-05
 -2.6533E+01  1.0893E-05
 -2.6521E+01  1.0090E-05
 -2.6509E+01  1.1682E-05
 -2.6497E+01  1.5133E-05
 -2.6485E+01  1.9499E-05
 -2.6473E+01  2.3650E-05
 -2.6461E+01  2.6556E-05
 -2.6449E+01  2.7567E-05
 -2.6438E+01  2.6565E-05
 -2.6426E+01  2.3958E-05
 -2.6414E+01  2.0490E-05
 -2.6402E+01  1.6968E-05
 -2.6390E+01  1.3997E-05
 -2.6378E+01  1.1824E-05
 -2.6366E+01  1.0352E-05
