 -3.5000E+01  3.0105E-03
 -3.4988E+01  2.9830E-03
 -3.4976E+01  2.9286E-03
 -3.4964E+01  2.8487E-03
 -3.4952E+01  2.7453E-03
 -3.4940E+01  2.6211E-03
 -3.4929E+01  2.4791E-03
 -3.4917E+01  2.3229E-03
 -3.4905E+01  2.1562E-03
 -3.4893E+01  1.9828E-03
 -3.4881E+01  1.8067E-03
 -3.4869E+01  1.6314E-03
 -3.4857E+01  1.4604E-03
 -3.4845E+01  1.2969E-03
 -3.4833E+01  1.1435E-03
 -3.4821E+01  1.0022E-03
 -3.4809E+01  8.7456E-04
 -3.4798E+01  7.6158E-04
 -3.4786E+01  6.6361E-04
 -3.4774E+01  5.8044E-04
 -3.4762E+01  5.1143E-04
 -3.4750E+01  4.5547E-04
 -3.4738E+01  4.1117E-04
 -3.4726E+01  3.7686E-04
 -3.4714E+01  3.5077E-04
 -3.4702E+01  3.3107E-04
 -3.4690E+01  3.1597E-04
 -3.4678E+01  3.0382E-04
 -3.4667E+01  2.9315E-04
 -3.4655E+01  2.8274E-04
 -3.4643E+01  2.7163E-04
 -3.4631E+01  2.5917E-04
 -3.4619E+01  2.4499E-04
 -3.4607E+01  2.2901E-04
 -3.4595E+01  2.1137E-04
 -3.4583E+01  1.9244E-04
 -3.4571E+01  1.7274E-04
 -3.4559E+01  1.5290E-04
 -3.4547E+01  1.3359E-04
 -3.4536E+01  1.1549E-04
 -3.4524E+01  9.9210E-05
 -3.4512E+01  8.5282E-05
 -3.4500E+01  7.4108E-05
 -3.4488E+01  6.5945E-05
 -3.4476E+01  6.0894E-05
 -3.4464E+01  5.8898E-05
 -3.4452E+01  5.9757E-05
 -3.4440E+01  6.3137E-05
 -3.4428E+01  6.8606E-05
 -3.4416E+01  7.5654E-05
 -3.4405E+01  8.3727E-05
 -3.4393E+01  9.2263E-05
 -3.4381E+01  1.0072E-04
 -3.4369E+01  1.0860E-04
 -3.4357E+01  1.1547E-04
 -3.4345E+01  1.2101E-04
 -3.4333E+01  1.2498E-04
 -3.4321E+01  1.2724E-04
 -3.4309E+01  1.2776E-04
 -3.4297E+01  1.2660E-04
 -3.4285E+01  1.2391E-04
 -3.4274E+01  1.1989E-04
 -3.4262E+01  1.1481E-04
 -3.4250E+01  1.0893E-04
 -3.4238E+01  1.0254E-04
 -3.4226E+01  9.5906E-05
 -3.4214E+01  8.9274E-05
 -3.4202E+01  8.2843E-05
 -3.4190E+01  7.6768E-05
 -3.4178E+01  7.1150E-05
 -3.4166E+01  6.6042E-05
 -3.4154E+01  6.1447E-05
 -3.4143E+01  5.7332E-05
 -3.4131E+01  5.3631E-05
 -3.4119E+01  5.0258E-05
 -3.4107E+01  4.7117E-05
 -3.4095E+01  4.4116E-05
 -3.4083E+01  4.1170E-05
 -3.4071E+01  3.8214E-05
 -3.4059E+01  3.5207E-05
 -3.4047E+01  3.2133E-05
 -3.4035E+01  2.9002E-05
 -3.4023E+01  2.5850E-05
 -3.4012E+01  2.2731E-05
 -3.4000E+01  1.9712E-05
 -3.3988E+01  1.6870E-05
 -3.3976E+01  1.4278E-05
 -3.3964E+01  1.2004E-05
 -3.3952E+01  1.0101E-05
 -3.3940E+01  8.6043E-06
 -3.3928E+01  7.5260E-06
 -3.3916E+01  6.8562E-06
 -3.3904E+01  6.5619E-06
 -3.3892E+01  6.5894E-06
 -3.3881E+01  6.8690E-06
 -3.3869E+01  7.3193E-06
 -3.3857E+01  7.8540E-06
 -3.3845E+01  8.3876E-06
 -3.3833E+01  8.8417E-06
 -3.3821E+01  9.1510E-06
 -3.3809E+01  9.2673E-06
 -3.3797E+01  9.1628E-06
 -3.3785E+01  8.8314E-06
 -3.3773E+01  8.2887E-06
 -3.3761E+01  7.5697E-06
 -3.3750E+01  6.7255E-06
 -3.3738E+01  5.8189E-06
 -3.3726E+01  4.9184E-06
 -3.3714E+01  4.0929E-06
 -3.3702E+01  3.4058E-06
 -3.3690E+01  2.9096E-06
 -3.3678E+01  2.6423E-06
 -3.3666E+01  2.6236E-06
 -3.3654E+01  2.8540E-06
 -3.3642E+01  3.3145E-06
 -3.3630E+01  3.9683E-06
 -3.3619E+01  4.7632E-06
 -3.3607E+01  5.6366E-06
 -3.3595E+01  6.5196E-06
 -3.3583E+01  7.3428E-06
 -3.3571E+01  8.0419E-06
 -3.3559E+01  8.5627E-06
 -3.3547E+01  8.8652E-06
 -3.3535E+01  8.9277E-06
 -3.3523E+01  8.7477E-06
 -3.3511E+01  8.3432E-06
 -3.3499E+01  7.7507E-06
 -3.3488E+01  7.0232E-06
 -3.3476E+01  6.2258E-06
 -3.3464E+01  5.4310E-06
 -3.3452E+01  4.7133E-06
 -3.3440E+01  4.1431E-06
 -3.3428E+01  3.7818E-06
 -3.3416E+01  3.6767E-06
 -3.3404E+01  3.8570E-06
 -3.3392E+01  4.3319E-06
 -3.3380E+01  5.0888E-06
 -3.3368E+01  6.0942E-06
 -3.3357E+01  7.2957E-06
 -3.3345E+01  8.6252E-06
 -3.3333E+01  1.0004E-05
 -3.3321E+01  1.1346E-05
 -3.3309E+01  1.2568E-05
 -3.3297E+01  1.3591E-05
 -3.3285E+01  1.4348E-05
 -3.3273E+01  1.4791E-05
 -3.3261E+01  1.4889E-05
 -3.3249E+01  1.4636E-05
 -3.3237E+01  1.4048E-05
 -3.3226E+01  1.3164E-05
 -3.3214E+01  1.2041E-05
 -3.3202E+01  1.0754E-05
 -3.3190E+01  9.3855E-06
 -3.3178E+01  8.0254E-06
 -3.3166E+01  6.7604E-06
 -3.3154E+01  5.6698E-06
 -3.3142E+01  4.8203E-06
 -3.3130E+01  4.2606E-06
 -3.3118E+01  4.0189E-06
 -3.3106E+01  4.1007E-06
 -3.3095E+01  4.4885E-06
 -3.3083E+01  5.1434E-06
 -3.3071E+01  6.0077E-06
 -3.3059E+01  7.0097E-06
 -3.3047E+01  8.0682E-06
 -3.3035E+01  9.0991E-06
 -3.3023E+01  1.0022E-05
 -3.3011E+01  1.0764E-05
 -3.2999E+01  1.1268E-05
 -3.2987E+01  1.1495E-05
 -3.2976E+01  1.1430E-05
 -3.2964E+01  1.1076E-05
 -3.2952E+01  1.0465E-05
 -3.2940E+01  9.6444E-06
 -3.2928E+01  8.6815E-06
 -3.2916E+01  7.6551E-06
 -3.2904E+01  6.6508E-06
 -3.2892E+01  5.7549E-06
 -3.2880E+01  5.0478E-06
 -3.2868E+01  4.5990E-06
 -3.2856E+01  4.4613E-06
 -3.2845E+01  4.6680E-06
 -3.2833E+01  5.2297E-06
 -3.2821E+01  6.1344E-06
 -3.2809E+01  7.3482E-06
 -3.2797E+01  8.8179E-06
 -3.2785E+01  1.0475E-05
 -3.2773E+01  1.2242E-05
 -3.2761E+01  1.4038E-05
 -3.2749E+01  1.5783E-05
 -3.2737E+01  1.7409E-05
 -3.2725E+01  1.8859E-05
 -3.2714E+01  2.0100E-05
 -3.2702E+01  2.1117E-05
 -3.2690E+01  2.1920E-05
 -3.2678E+01  2.2543E-05
 -3.2666E+01  2.3038E-05
 -3.2654E+01  2.3474E-05
 -3.2642E+01  2.3929E-05
 -3.2630E+01  2.4487E-05
 -3.2618E+01  2.5225E-05
 -3.2606E+01  2.6210E-05
 -3.2594E+01  2.7491E-05
 -3.2583E+01  2.9093E-05
 -3.2571E+01  3.1013E-05
 -3.2559E+01  3.3219E-05
 -3.2547E+01  3.5645E-05
 -3.2535E+01  3.8201E-05
 -3.2523E+01  4.0771E-05
 -3.2511E+01  4.3223E-05
 -3.2499E+01  4.5416E-05
 -3.2487E+01  4.7212E-05
 -3.2475E+01  4.8481E-05
 -3.2463E+01  4.9117E-05
 -3.2452E+01  4.9044E-05
 -3.2440E+01  4.8223E-05
 -3.2428E+01  4.6659E-05
 -3.2416E+01  4.4401E-05
 -3.2404E+01  4.1546E-05
 -3.2392E+01  3.8233E-05
 -3.2380E+01  3.4636E-05
 -3.2368E+01  3.0956E-05
 -3.2356E+01  2.7412E-05
 -3.2344E+01  2.4228E-05
 -3.2332E+01  2.1615E-05
 -3.2321E+01  1.9764E-05
 -3.2309E+01  1.8833E-05
 -3.2297E+01  1.8930E-05
 -3.2285E+01  2.0111E-05
 -3.2273E+01  2.2375E-05
 -3.2261E+01  2.5656E-05
 -3.2249E+01  2.9833E-05
 -3.2237E+01  3.4731E-05
 -3.2225E+01  4.0135E-05
 -3.2213E+01  4.5803E-05
 -3.2201E+01  5.1480E-05
 -3.2190E+01  5.6917E-05
 -3.2178E+01  6.1894E-05
 -3.2166E+01  6.6230E-05
 -3.2154E+01  6.9805E-05
 -3.2142E+01  7.2574E-05
 -3.2130E+01  7.4573E-05
 -3.2118E+01  7.5925E-05
 -3.2106E+01  7.6842E-05
 -3.2094E+01  7.7621E-05
 -3.2082E+01  7.8631E-05
 -3.2070E+01  8.0299E-05
 -3.2059E+01  8.3095E-05
 -3.2047E+01  8.7504E-05
 -3.2035E+01  9.4003E-05
 -3.2023E+01  1.0304E-04
 -3.2011E+01  1.1500E-04
 -3.1999E+01  1.3017E-04
 -3.1987E+01  1.4877E-04
 -3.1975E+01  1.7085E-04
 -3.1963E+01  1.9635E-04
 -3.1951E+01  2.2508E-04
 -3.1939E+01  2.5668E-04
 -3.1928E+01  2.9067E-04
 -3.1916E+01  3.2646E-04
 -3.1904E+01  3.6334E-04
 -3.1892E+01  4.0056E-04
 -3.1880E+01  4.3728E-04
 -3.1868E+01  4.7266E-04
 -3.1856E+01  5.0587E-04
 -3.1844E+01  5.3613E-04
 -3.1832E+01  5.6270E-04
 -3.1820E+01  5.8496E-04
 -3.1808E+01  6.0239E-04
 -3.1797E+01  6.1459E-04
 -3.1785E+01  6.2130E-04
 -3.1773E+01  6.2244E-04
 -3.1761E+01  6.1804E-04
 -3.1749E+01  6.0828E-04
 -3.1737E+01  5.9349E-04
 -3.1725E+01  5.7411E-04
 -3.1713E+01  5.5068E-04
 -3.1701E+01  5.2381E-04
 -3.1689E+01  4.9418E-04
 -3.1677E+01  4.6248E-04
 -3.1666E+01  4.2942E-04
 -3.1654E+01  3.9568E-04
 -3.1642E+01  3.6190E-04
 -3.1630E+01  3.2865E-04
 -3.1618E+01  2.9643E-04
 -3.1606E+01  2.6568E-04
 -3.1594E+01  2.3672E-04
 -3.1582E+01  2.0979E-04
 -3.1570E+01  1.8507E-04
 -3.1558E+01  1.6262E-04
 -3.1546E+01  1.4246E-04
 -3.1535E+01  1.2454E-04
 -3.1523E+01  1.0876E-04
 -3.1511E+01  9.4982E-05
 -3.1499E+01  8.3039E-05
 -3.1487E+01  7.2752E-05
 -3.1475E+01  6.3932E-05
 -3.1463E+01  5.6394E-05
 -3.1451E+01  4.9955E-05
 -3.1439E+01  4.4449E-05
 -3.1427E+01  3.9722E-05
 -3.1415E+01  3.5640E-05
 -3.1404E+01  3.2085E-05
 -3.1392E+01  2.8959E-05
 -3.1380E+01  2.6181E-05
 -3.1368E+01  2.3687E-05
 -3.1356E+01  2.1426E-05
 -3.1344E+01  1.9359E-05
